"cd_assunto_trf";"ds_assunto_completo"
"10324";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR"
"10325";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME"
"10326";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / INGRESSO E CONCURSO"
"10327";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / CURSO DE FORMAÇÃO"
"10328";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / REINTEGRAÇÃO"
"10329";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / ESTABILIDADE"
"10330";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / ANISTIA POLÍTICA"
"10331";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / ADIDOS, AGREGADOS E ADJUNTOS"
"10332";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / SERVIÇO MILITAR OBRIGATÓRIO"
"10333";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / EX-COMBATENTES"
"10334";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / PROMOÇÃO"
"10335";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / SERVIÇO MILITAR DOS PROFISSIONAIS DA SAÚDE"
"10336";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REGIME / CORPO FEMININO"
"10337";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS"
"10338";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / GRATIFICAÇÕES E ADICIONAIS"
"10339";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / FÉRIAS"
"10340";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / INDENIZAÇÕES REGULARES"
"10341";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / ISONOMIA"
"10342";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REAJUSTE DE REMUNERAÇÃO, SOLDO, PROVENTOS OU PENSÃO"
"10343";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REAJUSTE DE REMUNERAÇÃO, SOLDO, PROVENTOS OU PENSÃO / ÍNDICE DE 28,86% LL 8.622/1993 E 8.627/1993"
"10344";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REAJUSTE DE REMUNERAÇÃO, SOLDO, PROVENTOS OU PENSÃO / ÍNDICE DA URV LEI 8.880/1994"
"10345";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REAJUSTE DE REMUNERAÇÃO, SOLDO, PROVENTOS OU PENSÃO / ÍNDICE DO IPC JUNHO/1987"
"10346";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REAJUSTE DE REMUNERAÇÃO, SOLDO, PROVENTOS OU PENSÃO / ÍNDICE DE 84,32% IPC MARÇO/1990"
"10347";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / REAJUSTE DE REMUNERAÇÃO, SOLDO, PROVENTOS OU PENSÃO / ÍNDICE DA URP ABRIL E MAIO/1988 DL 2.425/1988"
"10349";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / REFORMA"
"10350";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / LICENÇAS"
"10351";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / AGREGAÇÃO"
"10352";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / RESERVA REMUNERADA"
"10353";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / TRANSFERÊNCIA EX-OFFICIO PARA RESERVA"
"10354";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / TEMPO DE SERVIÇO"
"10355";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / TRANSFERÊNCIA PARA RESERVA"
"10356";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / ASSISTÊNCIA MÉDICO-HOSPITALAR"
"10357";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / LICENÇA PRÊMIO"
"10358";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / SISTEMA REMUNERATÓRIO E BENEFÍCIOS / LICENCIAMENTO"
"10359";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PENSÃO"
"10360";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PENSÃO / CONCESSÃO"
"10361";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PENSÃO / RESTABELECIMENTO"
"10362";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PENSÃO / PROVISÓRIA"
"10363";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICÂNCIA"
"10364";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICÂNCIA / ADVERTÊNCIA / REPREENSÃO"
"10365";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICÂNCIA / IMPEDIMENTO / DETENÇÃO / PRISÃO"
"10366";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICÂNCIA / LICENCIAMENTO / EXCLUSÃO"
"10367";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICÂNCIA / SUSPENSÃO"
"10370";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital"
"10371";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Reserva de Vagas para Deficientes"
"10372";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Inscrição / Documentação"
"10373";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Limite de Idade"
"10374";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Exigência de Prática Forense"
"10375";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Prova de Títulos"
"10376";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Exame de Saúde e/ou Aptidão Física"
"10377";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Curso de Formação"
"10378";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Exame Psicotécnico / Psiquiátrico"
"10379";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Anulação e Correção de Provas / Questões"
"10380";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Escolaridade"
"10381";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Classificação e/ou Preterição"
"10382";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Anulação"
"10383";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Prazo de Validade"
"10384";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Concurso Público / Edital (10370) / Condições Especiais para Prestação de Prova"
"10385";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Licitações"
"10386";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Licitações (10385) / Modalidade / Limite / Dispensa / Inexigibilidade"
"10387";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Licitações (10385) / Habilitação / Registro Cadastral / Julgamento / Homologação"
"10388";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Licitações (10385) / Edital"
"10389";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Licitações (10385) / Revogação"
"10390";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Licitações (10385) / Sanções Administrativas"
"10391";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Licitações (10385) / Recursos Administrativos"
"10392";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Licitações (10385) / Convênio"
"10393";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Licitações (10385) / Adjudicação"
"10394";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Dívida Ativa Não-Tributária"
"10395";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Dívida Ativa Não-Tributária (10394) / Multas e Demais Sanções"
"10396";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Dívida Ativa Não-Tributária (10394) / Multas e Demais Sanções (10395) / Ambiental"
"10397";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / DÍVIDA ATIVA NÃO-TRIBUTÁRIA / MULTAS E DEMAIS SANÇÕES / SANITÁRIAS"
"10398";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / DÍVIDA ATIVA NÃO-TRIBUTÁRIA / MULTAS E DEMAIS SANÇÕES / METROLÓGICA"
"10399";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Dívida Ativa Não-Tributária (10394) / Multas e Demais Sanções (10395) / Profissional"
"10400";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Dívida Ativa Não-Tributária (10394) / Multas e Demais Sanções (10395) / Segurança e/ou Medicina do Trabalho"
"10401";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / DÍVIDA ATIVA NÃO-TRIBUTÁRIA / TAXA DE OCUPAÇÃO / LAUDÊMIO / FORO"
"10402";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Dívida Ativa Não-Tributária (10394) / Cessão de Créditos Não-Tributários"
"10403";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO SINDICAL"
"10404";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO SINDICAL / CONTRIBUIÇÃO SINDICAL"
"10405";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO SINDICAL / ELEIÇÕES SINDICAIS"
"10406";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO SINDICAL / REGISTRO SINDICAL"
"10407";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO SINDICAL / DILAÇÃO E EXTENSÃO DE BASE TERRITORIAL"
"10408";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / ORGANIZAÇÃO SINDICAL / FILIAÇÃO"
"10409";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Empregado Público / Temporário"
"10410";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Empregado Público / Temporário (10409) / Contrato Temporário de Mão de Obra L. 8.745/1993"
"10411";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Empregado Público / Temporário (10409) / Admissão / Permanência / Despedida"
"10412";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / COMISSÃO PARLAMENTAR DE INQUÉRITO - CPI"
"10413";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / COMISSÃO PARLAMENTAR DE INQUÉRITO - CPI / QUEBRA DE SIGILO BANCÁRIO / FISCAL / TELEFÔNICO"
"10414";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / COMISSÃO PARLAMENTAR DE INQUÉRITO - CPI / CRIAÇÃO / INSTALAÇÃO / PROSSEGUIMENTO / ENCERRAMENTO"
"10415";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / COMISSÃO PARLAMENTAR DE INQUÉRITO - CPI / LIMITES DOS PODERES DE INVESTIGAÇÃO"
"10416";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / COMISSÃO PARLAMENTAR DE INQUÉRITO - CPI / LIMITES DO OBJETO"
"10417";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / SISTEMA NACIONAL DE TRÂNSITO"
"10418";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / SISTEMA NACIONAL DE TRÂNSITO / CNH - CARTEIRA NACIONAL DE HABILITAÇÃO"
"10419";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / SISTEMA NACIONAL DE TRÂNSITO / LIBERAÇÃO DE VEÍCULO APREENDIDO"
"10420";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / SISTEMA NACIONAL DE TRÂNSITO / LICENCIAMENTO DE VEÍCULO"
"10421";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos"
"10422";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos (10421) / Pagamento Atrasado / Correção Monetária"
"10423";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos (10421) / Anulação"
"10424";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos (10421) / Suspensão"
"10425";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos (10421) / Rescisão"
"10426";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos (10421) / Prorrogação"
"10427";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos (10421) / Termo Aditivo"
"10428";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos (10421) / Penalidades"
"10429";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos (10421) / Execução Contratual"
"10430";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Contratos Administrativos (10421) / Equilíbrio Financeiro"
"10431";"DIREITO CIVIL (899) / Responsabilidade Civil"
"10432";"DIREITO CIVIL / COISAS"
"10433";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MORAL"
"10434";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MORAL / ERRO MÉDICO"
"10435";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MORAL / ACIDENTE DE TRÂNSITO"
"10436";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MORAL / LEI DE IMPRENSA"
"10437";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MORAL / DIREITO DE IMAGEM"
"10438";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / DANO AMBIENTAL"
"10439";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MATERIAL"
"10440";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MATERIAL / ERRO MÉDICO"
"10441";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MATERIAL / ACIDENTE DE TRÂNSITO"
"10442";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MATERIAL / LEI DE IMPRENSA"
"10443";"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MATERIAL / DIREITO DE IMAGEM"
"10444";"DIREITO CIVIL / COISAS / POSSE"
"10445";"DIREITO CIVIL / COISAS / POSSE / ESBULHO / TURBAÇÃO / AMEAÇA"
"10446";"DIREITO CIVIL / COISAS / POSSE / IMISSÃO"
"10447";"DIREITO CIVIL / COISAS / POSSE / AQUISIÇÃO"
"10448";"DIREITO CIVIL / COISAS / PROPRIEDADE"
"10449";"DIREITO CIVIL / COISAS / PROPRIEDADE / PERDA DA PROPRIEDADE"
"10450";"DIREITO CIVIL / COISAS / PROPRIEDADE / Adjudicação Compulsória"
"10451";"DIREITO CIVIL / COISAS / PROPRIEDADE / Divisão e Demarcação"
"10452";"DIREITO CIVIL / COISAS / PROPRIEDADE / Reivindicação"
"10453";"DIREITO CIVIL / COISAS / PROPRIEDADE / Retificação de Área de Imóvel"
"10454";"DIREITO CIVIL / COISAS / PROPRIEDADE / Alienação Judicial"
"10455";"DIREITO CIVIL / COISAS / PROPRIEDADE / AQUISIÇÃO"
"10456";"DIREITO CIVIL / COISAS / PROPRIEDADE / AQUISIÇÃO / ACESSÃO"
"10457";"DIREITO CIVIL / COISAS / PROPRIEDADE / AQUISIÇÃO / USUCAPIÃO ESPECIAL (CONSTITUCIONAL)"
"10458";"DIREITO CIVIL / COISAS / PROPRIEDADE / AQUISIÇÃO / USUCAPIÃO EXTRAORDINÁRIA"
"10459";"DIREITO CIVIL / COISAS / PROPRIEDADE / AQUISIÇÃO / USUCAPIÃO ORDINÁRIA"
"10460";"DIREITO CIVIL / COISAS / PROPRIEDADE / AQUISIÇÃO / USUCAPIÃO ESPECIAL COLETIVA"
"10461";"DIREITO CIVIL / COISAS / PROPRIEDADE / Direito de Vizinhança"
"10462";"DIREITO CIVIL / COISAS / PROPRIEDADE / CONDOMÍNIO"
"10463";"DIREITO CIVIL / COISAS / PROPRIEDADE / CONDOMÍNIO EM EDIFÍCIO"
"10464";"DIREITO CIVIL / COISAS / PROPRIEDADE / CONDOMÍNIO EM EDIFÍCIO / Administração"
"10465";"DIREITO CIVIL / COISAS / PROPRIEDADE / CONDOMÍNIO EM EDIFÍCIO / Alteração de Coisa Comum"
"10466";"DIREITO CIVIL / COISAS / PROPRIEDADE / CONDOMÍNIO EM EDIFÍCIO / Assembléia"
"10467";"DIREITO CIVIL / COISAS / PROPRIEDADE / CONDOMÍNIO EM EDIFÍCIO / Despesas Condominiais"
"10468";"DIREITO CIVIL / COISAS / PROPRIEDADE / CONDOMÍNIO EM EDIFÍCIO / Direitos / Deveres do Condômino"
"10469";"DIREITO CIVIL / COISAS / PROPRIEDADE / CONDOMÍNIO EM EDIFÍCIO / Vaga de garagem"
"10470";"DIREITO CIVIL / COISAS / PROPRIEDADE / Incorporação Imobiliária"
"10480";"DIREITO CIVIL / COISAS / PROPRIEDADE / Propriedade Resolúvel"
"10481";"DIREITO CIVIL / COISAS / PROPRIEDADE / Propriedade Fiduciária"
"10482";"DIREITO CIVIL / COISAS / Enfiteuse"
"10483";"DIREITO CIVIL / COISAS / Servidão"
"10484";"DIREITO CIVIL / COISAS / Usufruto"
"10485";"DIREITO CIVIL / COISAS / Superfície"
"10486";"DIREITO CIVIL / COISAS / Uso"
"10487";"DIREITO CIVIL / COISAS / Habitação"
"10488";"DIREITO CIVIL / COISAS / PENHOR"
"10489";"DIREITO CIVIL / COISAS / PENHOR / RURAL - AGRÍCOLA/PECUÁRIO"
"10490";"DIREITO CIVIL / COISAS / PENHOR / INDUSTRIAL / MERCANTIL"
"10491";"DIREITO CIVIL / COISAS / PENHOR / DIREITOS E TÍTULOS DE CRÉDITO"
"10492";"DIREITO CIVIL / COISAS / PENHOR / VEÍCULOS"
"10493";"DIREITO CIVIL / COISAS / PENHOR / Legal"
"10494";"DIREITO CIVIL / COISAS / HIPOTECA"
"10495";"DIREITO CIVIL / COISAS / Anticrese"
"10496";"DIREITO CIVIL / COISAS / Promessa de Compra e Venda"
"10497";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Servidor Público Civil (10219) / Sistema Remuneratório e Benefícios (10288) / Subsídios"
"10499";"DIREITO CIVIL / COISAS / PROPRIEDADE / PROPRIEDADE INTELECTUAL / INDUSTRIAL / PROGRAMA DE COMPUTADOR"
"10500";"DIREITO CIVIL / COISAS / PROPRIEDADE / AQUISIÇÃO / USUCAPIÃO DA L 6.969/1981"
"10501";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / CRÉDITO RURAL"
"10502";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / RESPONSABILIDADE DA ADMINISTRAÇÃO / INDENIZAÇÃO POR DANO MATERIAL"
"10503";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / RESPONSABILIDADE DA ADMINISTRAÇÃO / INDENIZAÇÃO POR DANO MATERIAL / ERRO MÉDICO"
"10504";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / RESPONSABILIDADE DA ADMINISTRAÇÃO / INDENIZAÇÃO POR DANO MATERIAL / ACIDENTE DE TRÂNSITO"
"10505";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / RESPONSABILIDADE DA ADMINISTRAÇÃO / INDENIZAÇÃO POR DANO MATERIAL / VARIAÇÃO CAMBIAL"
"10508";"DIREITO PENAL / PERICLITAÇÃO DA VIDA E DA SAÚDE E RIXA / MAUS TRATOS"
"10509";"DIREITO PENAL / PERICLITAÇÃO DA VIDA E DA SAÚDE E RIXA / EXPOSIÇÃO OU ABANDONO DE RECÉM NASCIDO"
"10512";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO / MILITAR / PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICÂNCIA / RESPONSABILIDADE CIVIL DO MILITAR - INDENIZAÇÃO AO ERÁRIO"
"10514";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / UTILIZAÇÃO DE EMBRIÃO HUMANO EM DESACORDO COM A LEGISLAÇÃO"
"10515";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / PRÁTICA DE ENGENHARIA GENÉTICA EM CÉLULA GERMINAL, ZIGOTO OU EMBRIÃO HUMANOS"
"10516";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / CLONAGEM HUMANA"
"10523";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE TRÁFICO ILÍCITO E USO INDEVIDO DE DROGAS / POSSE DE DROGAS PARA CONSUMO PESSOAL / Despenalização / Descriminalização"
"10527";"DIREITO TRIBUTÁRIO / LIMITAÇÕES AO PODER DE TRIBUTAR / IMUNIDADE / LIVROS / JORNAIS / PERIÓDICOS"
"10528";"DIREITO TRIBUTÁRIO / LIMITAÇÕES AO PODER DE TRIBUTAR / IMUNIDADE / ENTIDADES SEM FINS LUCRATIVOS"
"10529";"DIREITO TRIBUTÁRIO / LIMITAÇÕES AO PODER DE TRIBUTAR / IMUNIDADE / PARTIDOS POLÍTICOS"
